concat(code, ',,,', is_airport, ',y,n,', is_commercial, ',')	trim(state_code)	concat(',', rel_country_code, ',', rel_region_code, ',', rel_continent_code, ',', rel_time_zone_grp, ',')	longitude	,	latitude	,
aoi,,,y,y,n,y,		,it,europ,itc2,it067,	13.5	,	43.63	,
aoj,,,y,y,n,y,		,jp,asia,itc3,jp,	140.7	,	40.73	,
aok,,,y,y,n,y,		,gr,europ,itc2,gr058,	27.23	,	35.5	,
aol,,,y,y,n,n,	cr	,ar,samer,itc1,ar003,	-57.15	,	-29.68	,
aon,,,y,y,n,n,		,pg,austl,itc3,pg,	146	,	-6.25	,
aoo,,,y,y,n,y,	pa	,us,namer,itc1,us105,	-78.32	,	40.3	,
aor,,,y,y,n,y,		,my,seasi,itc3,my,	100.4	,	6.1	,
aos,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-153.8	,	57.47	,
aot,,,y,y,n,n,		,it,europ,itc2,it067,	7.363	,	45.74	,
aou,,,y,y,n,n,		,la,seasi,itc3,la,	106.8	,	14.8	,
apa,den,,y,n,n,n,	co	,us,namer,itc1,us108,	-104.8	,	39.57	,
apb,,,y,y,n,n,		,bo,samer,itc1,bo,	-68.5	,	-14.72	,
apc,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-122.2	,	38.45	,
ape,,,y,y,n,n,		,pe,samer,itc1,pe155,	-75.17	,	-15.35	,
apf,,,y,y,n,y,	fl	,us,namer,itc1,us105,	-81.77	,	26.15	,
apg,,,y,y,n,n,	md	,us,namer,itc1,us105,	-76.17	,	39.52	,
aph,,,y,y,n,n,	va	,us,namer,itc1,us105,	-77.35	,	38.05	,
api,,,y,y,n,n,		,co,samer,itc1,co132,	-73.05	,	4.067	,
apk,,,y,y,n,y,		,pf,pacif,itc3,pf087,	-145.3	,	-15.08	,
apl,,,y,y,n,y,		,mz,afric,itc2,mz,	39.28	,	-15.1	,
apn,,,y,y,n,y,	mi	,us,namer,itc1,us105,	-83.55	,	45.08	,
apo,,,y,y,n,y,		,co,samer,itc1,co132,	-77.2	,	7.033	,
app,,,y,y,n,n,		,pg,austl,itc3,pg,	148.1	,	-8.983	,
apq,,,y,y,n,n,	al	,br,samer,itc1,br016,	-36.65	,	-9.75	,
apr,,,y,y,n,n,		,pg,austl,itc3,pg,	142.4	,	-4.3	,
aps,,,y,y,n,n,	go	,br,samer,itc1,br015,	-48.97	,	-16.33	,
apt,,,y,y,n,n,	tn	,us,namer,itc1,us107,	-85.63	,	35.07	,
apu,,,y,y,n,n,	pr	,br,samer,itc1,br015,	-51.48	,	-23.55	,
apv,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-117.2	,	34.52	,
apw,,,y,y,n,y,		,ws,austl,itc3,ws,	-171.8	,	-13.83	,
apx,,,y,y,n,n,	pr	,br,samer,itc1,br015,	-51.95	,	-23.38	,
apy,,,y,y,n,n,	ma	,br,samer,itc1,br016,	-45.97	,	-9.1	,
apz,,,y,y,n,n,	ne	,ar,samer,itc1,ar003,	-70.08	,	-38.92	,
aqa,,,y,y,n,n,	sp	,br,samer,itc1,br015,	-48.17	,	-21.78	,
aqb,,,y,y,n,n,		,gt,camer,itc1,gt119,	-91.15	,	15.01	,
aqg,,,y,y,n,y,		,cn,asia,itc3,cn035,	117	,	30.52	,
aqi,,,y,y,n,y,		,sa,meast,itc2,sa,	46.12	,	28.32	,
aqj,,,y,y,n,y,		,jo,meast,itc2,jo068,	34.98	,	29.55	,
aqm,,,y,y,n,n,	ro	,br,samer,itc1,br018,	-63.07	,	-9.933	,
aqp,,,y,y,n,y,		,pe,samer,itc1,pe155,	-71.57	,	-16.35	,
aqs,,,y,y,n,n,		,fj,austl,itc3,fj169,	179.4	,	-16.75	,
aqy,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-149.1	,	60.97	,
ara,,,y,y,n,n,	la	,us,namer,itc1,us107,	-91.82	,	30	,
arb,,,y,y,n,n,	mi	,us,namer,itc1,us105,	-83.73	,	42.23	,
arc,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-145.6	,	68.12	,
ard,,,y,y,n,n,		,id,seasi,itc3,id062,	124.8	,	-8.25	,
are,,,y,y,n,n,		,pr,carib,itc1,pr,	-66.67	,	18.45	,
arf,,,y,y,n,n,		,co,samer,itc1,co132,	-70.13	,	0.5333	,
arg,,,y,y,n,n,	ar	,us,namer,itc1,us107,	-90.92	,	36.12	,
arh,,,y,y,n,y,		,ru,euras,itc2,ru130,	40.53	,	64.57	,
ari,,,y,y,n,y,		,cl,samer,itc1,cl033,	-70.32	,	-18.5	,
arj,,,y,y,n,n,		,id,seasi,itc3,id063,	140.8	,	-2.933	,
ark,,,y,y,n,y,		,tz,afric,itc2,tz,	36.68	,	-3.367	,
arl,,,y,y,n,n,		,bf,afric,itc2,bf,	1.25	,	11.58	,
arm,,,y,y,n,y,	ns	,au,austl,itc3,au007,	151.6	,	-30.53	,
arn,sto,,y,n,n,y,		,se,europ,itc2,se095,	17.92	,	59.65	,
aro,,,y,y,n,n,		,co,samer,itc1,co132,	-76.43	,	8.867	,
arp,,,y,y,n,n,		,pg,austl,itc3,pg,	149.5	,	-9.9	,
arq,,,y,y,n,n,		,co,samer,itc1,co132,	-71.43	,	7.033	,
arr,,,y,y,n,n,	cb	,ar,samer,itc1,ar003,	-71	,	-45.17	,
ars,,,y,y,n,n,	go	,br,samer,itc1,br015,	-52.25	,	-15.92	,
art,,,y,y,n,y,	ny	,us,namer,itc1,us105,	-76.02	,	43.98	,
aru,,,y,y,n,y,	sp	,br,samer,itc1,br015,	-50.42	,	-21.18	,
arv,,,y,y,n,y,	wi	,us,namer,itc1,us107,	-89.73	,	45.92	,
arw,,,y,y,n,y,		,ro,eeuro,itc2,ro094,	21.25	,	46.17	,
arx,,,y,y,n,n,	nj	,us,namer,itc1,us105,	-74.12	,	40.18	,
ary,,,y,y,n,n,	vi	,au,austl,itc3,au007,	142.9	,	-37.28	,
arz,,,y,y,n,n,		,ao,afric,itc2,ao,	12.9	,	-7.233	,
asa,,,y,y,n,y,		,er,afric,itc2,er157,	42.65	,	13.05	,
asb,,,y,y,n,y,		,tm,euras,itc3,tm137,	58.368	,	37.983	,
asc,,,y,y,n,y,		,bo,samer,itc1,bo,	-63.07	,	-15.72	,
asd,,,y,y,n,y,		,bs,carib,itc1,bs021,	-77.7	,	24.6	,
ase,,,y,y,n,y,	co	,us,namer,itc1,us108,	-106.9	,	39.22	,
asf,,,y,y,n,y,		,ru,euras,itc2,ru130,	48.05	,	46.35	,
asg,,,y,y,n,n,		,nz,austl,itc3,nz084,	171.8	,	-43.9	,
ash,,,y,y,n,n,	nh	,us,namer,itc1,us105,	-71.52	,	42.78	,
asi,,,y,y,n,y,		,sh,atlan,itc2,sh,	-14.42	,	-7.933	,
asj,,,y,y,n,y,		,jp,asia,itc3,jp,	129.7	,	28.42	,
ask,,,y,y,n,n,		,ci,afric,itc2,ci,	-5.367	,	6.9	,
asl,,,y,y,n,n,	tx	,us,namer,itc1,us107,	-94.38	,	32.55	,
asm,,,y,y,n,y,		,er,afric,itc2,er157,	38.92	,	15.3	,
asn,,,y,y,n,n,	al	,us,namer,itc1,us107,	-86.1	,	33.43	,
aso,,,y,y,n,y,		,et,afric,itc2,et,	34.55	,	10.07	,
asp,,,y,y,n,y,	nt	,au,austl,itc3,au010,	133.9	,	-23.8	,
asq,,,y,y,n,n,	nv	,us,namer,itc1,us110,	-117.1	,	39.5	,
asr,,,y,y,n,y,		,tr,euras,itc2,tr101,	35.5	,	38.7	,
ast,,,y,y,n,n,	or	,us,namer,itc1,us110,	-123.9	,	46.17	,
asu,,,y,y,n,y,		,py,samer,itc1,py093,	-57.42	,	-25.17	,
asv,,,y,y,n,y,		,ke,afric,itc2,ke,	37.25	,	-2.633	,
asw,,,y,y,n,y,		,eg,afric,itc2,eg044,	32.78	,	23.97	,
asx,,,y,y,n,n,	wi	,us,namer,itc1,us107,	-90.92	,	46.55	,
asy,,,y,y,n,n,	nd	,us,namer,itc1,us107,	-99.37	,	46.03	,
asz,,,y,y,n,n,		,pg,austl,itc3,pg,	150.4	,	-5.867	,
ata,,,y,y,n,n,		,pe,samer,itc1,pe155,	-72.13	,	-13.48	,
atb,,,y,y,n,y,		,sd,afric,itc2,sd172,	33.98	,	17.7	,
atc,,,y,y,n,y,		,bs,carib,itc1,bs021,	-75.75	,	24.67	,
atd,,,y,y,n,y,		,sb,austl,itc3,sb,	161	,	-8.867	,
ate,,,y,y,n,n,	ok	,us,namer,itc1,us107,	-95.62	,	34.23	,
atf,,,y,y,n,n,		,ec,samer,itc1,ec042,	-78.57	,	-1.2	,
atg,,,y,y,n,n,		,pk,asia,itc3,pk163,	72.25	,	33.9	,
ath,,,y,y,n,y,		,gr,europ,itc2,gr058,	23.94	,	37.93	,
ati,,,y,y,n,n,		,uy,samer,itc1,uy114,	-56.52	,	-30.42	,
atj,,,y,y,n,n,		,mg,afric,itc2,mg,	47.07	,	-19.08	,
atk,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-157.3	,	70.47	,
atl,,,y,y,n,y,	ga	,us,namer,itc1,us105,	-84.43	,	33.65	,
atm,,,y,y,n,y,	pa	,br,samer,itc1,br016,	-52.22	,	-3.2	,
atn,,,y,y,n,y,		,pg,austl,itc3,pg,	152.5	,	-3.667	,
ato,,,y,y,n,n,	oh	,us,namer,itc1,us105,	-82.1	,	39.33	,
atp,,,y,y,n,n,		,pg,austl,itc3,pg,	142.4	,	-3.133	,
atq,,,y,y,n,y,		,in,asia,itc3,in,	74.8	,	31.7	,
atr,,,y,y,n,n,		,mr,afric,itc2,mr,	-13.05	,	20.5	,
ats,,,y,y,n,n,	nm	,us,namer,itc1,us108,	-104.5	,	32.85	,
att,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-162.8	,	61	,
atu,,,y,y,n,n,	ak	,us,namer,itc1,us112,	173.2	,	52.83	,
atv,,,y,y,n,n,		,td,afric,itc2,td,	18.32	,	13.23	,
atw,,,y,y,n,y,	wi	,us,namer,itc1,us107,	-88.52	,	44.27	,
atx,,,y,y,n,n,		,kz,euras,itc3,kz164,	68.4	,	51.88	,
aty,,,y,y,n,y,	sd	,us,namer,itc1,us107,	-97.15	,	44.92	,
atz,,,y,y,n,y,		,eg,afric,itc2,eg044,	31.02	,	27.05	,
aua,,,y,y,n,y,		,aw,carib,itc1,aw,	-70.02	,	12.5	,
aub,,,y,y,n,n,	mt	,br,samer,itc1,br018,	-54.62	,	-20.45	,
auc,,,y,y,n,y,		,co,samer,itc1,co132,	-70.73	,	7.067	,
aud,,,y,y,n,n,	ql	,au,austl,itc3,au131,	139.9	,	-18.67	,
aue,,,y,y,n,n,		,eg,afric,itc2,eg044,	33.18	,	28.97	,
auf,,,y,y,n,n,		,fr,europ,itc2,fr052,	3.5	,	47.85	,
aug,,,y,y,n,y,	me	,us,namer,itc1,us105,	-69.8	,	44.32	,
auh,,,y,y,n,y,		,ae,meast,itc2,ae,	54.37	,	24.47	,
aui,,,y,y,n,n,		,pg,austl,itc3,pg,	143.1	,	-1.45	,
auj,,,y,y,n,n,		,pg,austl,itc3,pg,	142.9	,	-4.25	,
auk,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-164.6	,	62.68	,
aul,,,y,y,n,n,		,mh,pacif,itc3,mh075,	171.2	,	8.133	,
aum,,,y,y,n,n,	mn	,us,namer,itc1,us107,	-92.93	,	43.67	,
aun,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-121.1	,	38.9	,
auo,,,y,y,n,n,	al	,us,namer,itc1,us107,	-85.43	,	32.62	,
aup,,,y,y,n,n,		,pg,austl,itc3,pg,	149.3	,	-9.917	,
auq,,,y,y,n,y,		,pf,pacif,itc3,pf086,	-139	,	-9.8	,
aur,,,y,y,n,y,		,fr,europ,itc2,fr052,	2.433	,	44.93	,
aus,,,y,y,n,y,	tx	,us,namer,itc1,us107,	-97.7	,	30.3	,
aut,,,y,y,n,n,		,id,seasi,itc3,id062,	125.7	,	-8	,
auu,,,y,y,n,y,	ql	,au,austl,itc3,au131,	141.7	,	-13.35	,
auv,,,y,y,n,n,		,pg,austl,itc3,pg,	148.4	,	-5.717	,
auw,,,y,y,n,n,	wi	,us,namer,itc1,us107,	-89.63	,	44.93	,
aux,,,y,y,n,y,	to	,br,samer,itc1,br016,	-48.2	,	-7.2	,
auy,,,y,y,n,y,		,vu,austl,itc3,vu115,	169.7	,	-20.33	,
auz,,,y,y,n,n,	il	,us,namer,itc1,us107,	-88.32	,	41.77	,
ava,,,y,y,n,n,		,cn,asia,itc3,cn035,	105.9	,	26.25	,
avb,,,y,y,n,n,		,it,europ,itc2,it067,	12.6	,	46.07	,
avf,,,y,y,n,n,		,fr,europ,itc2,fr052,	6.5	,	46.42	,
avg,,,y,y,n,n,	nt	,au,austl,itc3,au010,	129.9	,	-15.75	,
avi,,,y,y,n,n,		,cu,carib,itc1,cu038,	-78.78	,	22.02	,
avk,,,y,y,n,n,		,mn,asia,itc3,mn175,	102.8	,	46.25	,
avl,,,y,y,n,y,	nc	,us,namer,itc1,us105,	-82.53	,	35.43	,
avn,,,y,y,n,y,		,fr,europ,itc2,fr052,	4.9	,	43.9	,
avo,,,y,y,n,n,	fl	,us,namer,itc1,us105,	-81.52	,	27.6	,
avp,,,y,y,n,y,	pa	,us,namer,itc1,us105,	-75.72	,	41.33	,
avu,,,y,y,n,y,		,sb,austl,itc3,sb,	160.4	,	-9.85	,
avv,mel,,y,n,n,y,	vi	,au,austl,itc3,au007,	144.5	,	-38.03	,
avw,tus,,y,n,n,n,	az	,us,namer,itc1,us109,	-111.2	,	32.4	,
avx,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-118.4	,	33.33	,
awa,,,y,y,n,n,		,et,afric,itc2,et,	38.4	,	6.967	,
awb,,,y,y,n,y,		,pg,austl,itc3,pg,	144.9	,	-4.117	,
awd,,,y,y,n,y,		,vu,austl,itc3,vu115,	169.6	,	-19.28	,
awe,,,y,y,n,n,		,ga,afric,itc2,ga,	9.45	,	-0.75	,
awh,,,y,y,n,n,		,et,afric,itc2,et,	44.18	,	8.267	,
awk,,,y,y,n,n,		,um,pacif,itc3,um104,	166.7	,	19.28	,
awm,,,y,y,n,n,	ar	,us,namer,itc1,us107,	-90.18	,	35.13	,
awn,,,y,y,n,n,	sa	,au,austl,itc3,au009,	139.3	,	-26.48	,
awp,,,y,y,n,n,	nt	,au,austl,itc3,au010,	137.3	,	-20.33	,
awr,,,y,y,n,n,		,pg,austl,itc3,pg,	144.9	,	-4.117	,
awz,,,y,y,n,y,		,ir,meast,itc2,ir120,	48.67	,	31.22	,
axa,,,y,y,n,y,		,ai,carib,itc1,ai,	-63.03	,	18.25	,
axb,,,y,y,n,n,	ny	,us,namer,itc1,us105,	-75.9	,	44.25	,
axc,,,y,y,n,n,	ql	,au,austl,itc3,au131,	145.3	,	-23.08	,
axd,,,y,y,n,y,		,gr,europ,itc2,gr058,	25.95	,	40.85	,
axe,,,y,y,n,n,	sc	,br,samer,itc1,br015,	-52.38	,	-26.88	,
axg,,,y,y,n,n,	ia	,us,namer,itc1,us107,	-94.23	,	43.07	,
axk,,,y,y,n,n,		,ye,meast,itc2,ye,	46.82	,	14.53	,
axl,,,y,y,n,n,	nt	,au,austl,itc3,au010,	136.8	,	-19.12	,
axm,,,y,y,n,y,		,co,samer,itc1,co132,	-75.67	,	4.517	,
axn,,,y,y,n,n,	mn	,us,namer,itc1,us107,	-95.27	,	45.78	,
axp,,,y,y,n,y,		,bs,carib,itc1,bs021,	-73.97	,	22.45	,
axr,,,y,y,n,y,		,pf,pacif,itc3,pf087,	-146.7	,	-15.35	,
axs,lts,,y,n,n,n,	ok	,us,namer,itc1,us107,	-99.33	,	34.7	,
axt,,,y,y,n,y,		,jp,asia,itc3,jp,	140.1	,	39.7	,
axu,,,y,y,n,y,		,et,afric,itc2,et,	38.7	,	14.12	,
axv,,,y,y,n,n,	oh	,us,namer,itc1,us105,	-84.18	,	40.57	,
axx,,,y,y,n,n,	nm	,us,namer,itc1,us108,	-105.3	,	36.42	,
aya,,,y,y,n,n,		,co,samer,itc1,co132,	-75.15	,	8.3	,
ayc,,,y,y,n,n,		,co,samer,itc1,co132,	-73.62	,	8.6	,
ayd,,,y,y,n,n,	nt	,au,austl,itc3,au010,	136	,	-19.3	,
aye,,,y,y,n,n,	ma	,us,namer,itc1,us105,	-118.5	,	33.98	,
ayg,,,y,y,n,n,		,co,samer,itc1,co132,	-75.52	,	2.667	,
ayh,,,y,y,n,n,		,gb,europ,itc2,gb053,	-0.2667	,	52.37	,
ayi,,,y,y,n,n,		,co,samer,itc1,co132,	-72.27	,	-0.3833	,
ayk,,,y,y,n,n,		,kz,euras,itc3,kz164,	66.97	,	50.32	,
ayl,,,y,y,n,n,	nt	,au,austl,itc3,au010,	135.6	,	-18.02	,
ayn,,,y,y,n,n,		,cn,asia,itc3,cn035,	114.4	,	36.1	,
ayo,,,y,y,n,n,		,py,samer,itc1,py093,	-56.85	,	-27.37	,
ayp,,,y,y,n,y,		,pe,samer,itc1,pe155,	-74.23	,	-13.18	,
ayq,,,y,y,n,y,	nt	,au,austl,itc3,au010,	131	,	-25.33	,
ayr,,,y,y,n,n,	ql	,au,austl,itc3,au131,	147.4	,	-19.67	,
ays,,,y,y,n,n,	ga	,us,namer,itc1,us105,	-82.4	,	31.25	,
ayt,,,y,y,n,y,		,tr,euras,itc2,tr101,	30.8	,	36.92	,
ayu,,,y,y,n,n,		,pg,austl,itc3,pg,	145.9	,	-6.333	,
ayw,,,y,y,n,n,		,id,seasi,itc3,id063,	132.5	,	-1.2	,
ayz,,,y,y,n,n,	ny	,us,namer,itc1,us105,	-73.42	,	40.67	,
aza,phx,,y,n,n,y,	az	,us,namer,itc1,us109,-111.660411, 33.307014,
azb,,,y,y,n,n,		,pg,austl,itc3,pg,	149.3	,	-10.3	,
azd,,,y,y,n,y,		,ir,meast,itc2,ir120,	54.28	,	31.9	,
azg,,,y,y,n,n,		,mx,namer,itc1,mx168,	-102.4	,	19.08	,
azi,auh,,y,n,n,n,		,ae,meast,itc2,ae,	54.37	,	24.47	,
azl,,,y,y,n,n,	mt	,br,samer,itc1,br018,	-58.85	,	-13.47	,
azn,,,y,y,n,y,		,uz,euras,itc3,uz138,	72.3	,	40.73	,
azo,,,y,y,n,y,	mi	,us,namer,itc1,us105,	-85.55	,	42.25	,
azp,mex,,y,n,n,n,		,mx,namer,itc1,mx168,	-99.08	,	19.43	,
azr,,,y,y,n,y,		,dz,afric,itc2,dz,	-0.2833	,	27.88	,
azs,,,y,y,n,y,		,do,carib,itc1,do174,	-69.74	,	19.27	,
azt,,,y,y,n,n,		,co,samer,itc1,co132,	-73.28	,	6.817	,
azz,,,y,y,n,n,		,ao,afric,itc2,ao,	13.15	,	-7.883	,
baa,,,y,y,n,n,		,pg,austl,itc3,pg,	151	,	-5.317	,
bab,myv,,y,n,n,n,	ca	,us,namer,itc1,us110,	-124.1	,	40.98	,
bac,,,y,y,n,n,		,co,samer,itc1,co132,	-72.97	,	4.583	,
bad,shv,,y,n,n,n,	la	,us,namer,itc1,us107,	-93.83	,	32.45	,
bae,,,y,y,n,n,		,fr,europ,itc2,fr052,	6.633	,	44.38	,
baf,,,y,y,n,n,	ma	,us,namer,itc1,us105,	-72.6	,	42.12	,
bag,,,y,y,n,y,		,ph,pacif,itc3,ph,	120.6	,	16.37	,
bah,,,y,y,n,y,		,bh,meast,itc2,bh,	50.5	,	26.2	,
bai,,,y,y,n,n,		,cr,camer,itc1,cr036,	-83.33	,	9.167	,
baj,,,y,y,n,n,		,pg,austl,itc3,pg,	149.1	,	-4.883	,
bak,,,n,y,n,y,		,az,euras,itc2,az150,	49.88	,	40.38	,
bal,,,y,y,n,y,		,tr,euras,itc2,tr101,	41.12	,	37.87	,
bam,,,y,y,n,n,	nv	,us,namer,itc1,us110,	-116.9	,	40.63	,
ban,,,y,y,n,n,		,cd,afric,itc2,cd167,	20.33	,	-4.167	,
bao,,,y,y,n,n,		,th,seasi,itc3,th,	102.8	,	17.38	,
bap,,,y,y,n,n,		,pg,austl,itc3,pg,	149.6	,	-10.33	,
baq,,,y,y,n,y,		,co,samer,itc1,co132,	-74.78	,	10.88	,
bar,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-170.2	,	57.17	,
bas,,,y,y,n,y,		,sb,austl,itc3,sb,	155.9	,	-7.983	,
bat,,,y,y,n,n,	sp	,br,samer,itc1,br015,	-48.58	,	-20.67	,
bau,,,y,y,n,y,	sp	,br,samer,itc1,br015,	-49.05	,	-22.33	,
bav,,,y,y,n,y,		,cn,asia,itc3,cn035,	110	,	40.67	,
baw,,,y,y,n,n,		,ga,afric,itc2,ga,	9.45	,	-0.6667	,
bax,,,y,y,n,y,		,ru,euras,itc2,ru142,	83.75	,	53.37	,
bay,,,y,y,n,y,		,ro,eeuro,itc2,ro094,	23.52	,	47.63	,
baz,,,y,y,n,n,	am	,br,samer,itc1,br018,	-62.93	,	-0.9667	,
bba,,,y,y,n,y,		,cl,samer,itc1,cl033,	-71.7	,	-45.92	,
bbb,,,y,y,n,y,	mn	,us,namer,itc1,us107,	-95.6	,	45.32	,
bbc,,,y,y,n,y,	tx	,us,namer,itc1,us107,	-95.97	,	28.98	,
bbd,,,y,y,n,n,	tx	,us,namer,itc1,us107,	-99.33	,	31.13	,
bbe,,,y,y,n,n,	wa	,au,austl,itc3,au011,	117.7	,	-27.42	,
bbf,,,y,y,n,n,	ma	,us,namer,itc1,us105,	-71.18	,	42.5	,
bbg,,,y,y,n,n,		,ki,austl,itc3,ki069,	172.8	,	3.083	,
bbh,,,y,y,n,n,		,de,europ,itc2,de040,	12.7	,	54.33	,
bbi,,,y,y,n,y,		,in,asia,itc3,in,	85.82	,	20.23	,
bbj,,,y,y,n,n,		,de,europ,itc2,de040,	6.533	,	49.97	,
bbk,,,y,y,n,y,		,bw,afric,itc2,bw,	25.17	,	-17.78	,
bbl,,,y,y,n,n,		,ir,meast,itc2,ir120,	52.67	,	36.65	,
bbm,,,y,y,n,n,		,kh,seasi,itc3,kh,	103.2	,	13.08	,
bbn,,,y,y,n,y,		,my,seasi,itc3,my,	115.5	,	3.683	,
bbo,,,y,y,n,y,		,so,afric,itc2,so,	45.02	,	10.42	,
bbp,,,y,y,n,n,		,gb,europ,itc2,gb053,	-1.083	,	50.68	,
bbq,,,y,y,n,n,		,ag,carib,itc1,ag,	-61.78	,	17.6	,
bbr,,,y,y,n,n,		,gp,carib,itc1,gp,	-61.75	,	16.17	,
bbs,,,y,y,n,n,		,gb,europ,itc2,gb053,	-0.8333	,	51.32	,
bbt,,,y,y,n,n,		,cf,afric,itc2,cf,	15.78	,	4.217	,
bbu,buh,,y,n,n,y,		,ro,eeuro,itc2,ro094,	26.08	,	44.5	,
bbv,,,y,y,n,n,		,ci,afric,itc2,ci,	-6.95	,	4.667	,
bbw,,,y,y,n,n,	ne	,us,namer,itc1,us107,	-99.63	,	41.4	,
bbx,phl,,y,n,n,n,	pa	,us,namer,itc1,us105,	-75.27	,	40.15	,
bby,,,y,y,n,n,		,cf,afric,itc2,cf,	20.63	,	5.85	,
bbz,,,y,y,n,n,		,zm,afric,itc2,zm,	23.12	,	-13.53	,
bca,,,y,y,n,y,		,cu,carib,itc1,cu038,	-74.35	,	20.25	,
bcb,,,y,y,n,n,	va	,us,namer,itc1,us105,	-80.42	,	37.23	,
bcc,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-155.9	,	57.62	,
bcd,,,y,y,n,y,		,ph,pacif,itc3,ph,	122.9	,	10.63	,
bce,,,y,y,n,n,	ut	,us,namer,itc1,us108,	-112.2	,	37.7	,
bcf,,,y,y,n,n,		,cf,afric,itc2,cf,	18.28	,	6.5	,
bcg,,,y,y,n,n,		,gy,samer,itc1,gy,	-59.17	,	7.7	,
bch,,,y,y,n,n,		,tl,asia,itc3,tl,	126.4	,	-8.483	,
bci,,,y,y,n,y,	ql	,au,austl,itc3,au131,	145.3	,	-23.67	,
bcj,,,y,y,n,n,	co	,us,namer,itc1,us108,	-105.8	,	37.97	,
bck,,,y,y,n,n,	ql	,au,austl,itc3,au131,	144.2	,	-17.4	,
bcl,,,y,y,n,y,		,cr,camer,itc1,cr036,	-83.58	,	10.78	,
bcm,,,y,y,n,y,		,ro,eeuro,itc2,ro094,	26.88	,	46.6	,
bcn,,,y,y,n,y,		,es,europ,itc2,es045,	2.083	,	41.3	,
bco,,,y,y,n,n,		,et,afric,itc2,et,	36.55	,	5.783	,
bcp,,,y,y,n,n,		,pg,austl,itc3,pg,	146.5	,	-5.85	,
bcq,,,y,y,n,n,		,ly,afric,itc2,ly122,	14.22	,	27.68	,
bcr,,,y,y,n,n,	am	,br,samer,itc1,br018,	-67.42	,	-8.633	,
bcs,,,y,y,n,n,	la	,us,namer,itc1,us107,	-90.02	,	29.87	,
bct,,,y,y,n,n,	fl	,us,namer,itc1,us105,	-80.12	,	26.37	,
bcu,,,y,y,n,n,		,ng,afric,itc2,ng,	9.833	,	10.32	,
bcv,,,y,y,n,n,		,bz,camer,itc1,bz,	-88.78	,	17.27	,
bcw,,,y,y,n,n,		,mz,afric,itc2,mz,	40.35	,	-11.35	,
bcx,,,y,y,n,n,		,ru,euras,itc2,ru141,	58.33	,	53.93	,
bcy,,,y,y,n,n,		,et,afric,itc2,et,	36.67	,	6.217	,
bcz,,,y,y,n,n,	nt	,au,austl,itc3,au010,	137.8	,	-13.78	,
bda,,,y,y,n,y,		,bm,atlan,itc1,bm014,	-64.68	,	32.37	,
bdb,,,y,y,n,y,	ql	,au,austl,itc3,au131,	152.3	,	-24.9	,
bdc,,,y,y,n,n,	ma	,br,samer,itc1,br016,	-45.27	,	-5.467	,
bdd,,,y,y,n,y,	ql	,au,austl,itc3,au131,	142.1	,	-10.12	,
bde,,,y,y,n,n,	mn	,us,namer,itc1,us107,	-94.6	,	48.72	,
bdf,,,y,y,n,n,	il	,us,namer,itc1,us107,	-89.65	,	41.18	,
bdg,,,y,y,n,n,	ut	,us,namer,itc1,us108,	-109.5	,	37.58	,
bdh,,,y,y,n,y,		,ir,meast,itc2,ir120,	54.88	,	26.55	,
bdi,,,y,y,n,n,		,sc,iocea,itc2,sc,	55.22	,	-3.717	,
bdj,,,y,y,n,y,		,id,seasi,itc3,id062,	114.7	,	-3.283	,
bdk,,,y,y,n,n,		,ci,afric,itc2,ci,	-2.8	,	8.033	,
bdl,hfd,,y,n,n,y,	ct	,us,namer,itc1,us105,	-72.68	,	41.93	,
bdm,,,y,y,n,n,		,tr,euras,itc2,tr101,	27.98	,	40.32	,
bdn,,,y,y,n,n,		,pk,asia,itc3,pk163,	68.83	,	24.65	,
bdo,,,y,y,n,y,		,id,seasi,itc3,id061,	107.6	,	-6.9	,
bdp,,,y,y,n,y,		,np,asia,itc3,np,	88.08	,	26.57	,
bdq,,,y,y,n,y,		,in,asia,itc3,in,	73.27	,	22.32	,
bdr,,,y,y,n,y,	ct	,us,namer,itc1,us105,	-73.13	,	41.17	,
bds,,,y,y,n,y,		,it,europ,itc2,it067,	17.95	,	40.65	,
bdt,,,y,y,n,n,		,cd,afric,itc2,cd166,	19.05	,	0.8167	,
bdu,,,y,y,n,y,		,no,europ,itc2,no083,	18.53	,	69.05	,
bdv,,,y,y,n,n,		,cd,afric,itc2,cd167,	29.73	,	-7.083	,
bdw,,,y,y,n,n,	wa	,au,austl,itc3,au011,	127.5	,	-17.3	,
bdx,,,y,y,n,n,	mt	,us,namer,itc1,us108,	-105.4	,	45.45	,
bdy,,,y,y,n,n,	or	,us,namer,itc1,us110,	-124.4	,	43.12	,
bdz,,,y,y,n,n,		,pg,austl,itc3,pg,	147	,	-6.333	,
